Transaction_Number,Office_FilerType,Date_Received_Filed,Transaction_Date,Ticker,Asset_Name,Transaction_Type,Amount
210,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,PAYC,"Paycom Software, Inc. Common Stock",Purchase,8000.5
211,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,GIS,"General Mills, Inc. Common Stock",Purchase,8000.5
212,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,GLPI,"Gaming and Leisure Properties, Inc. - Common Stock",Purchase,8000.5
213,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,RACE,Ferrari N.V. Common Shares,Purchase,8000.5
214,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,XOM,Exxon Mobil Corporation Common Stock,Purchase,75000.5
215,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,EXR,Extra Space Storage Inc Common Stock,Purchase,8000.5
216,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,ETSY,"Etsy, Inc. - Common Stock",Purchase,8000.5
217,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,ELS,"Equity Lifestyle Properties, Inc. Common Stock",Purchase,8000.5
218,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,DQ,"DAQO New Energy Corp. American Depositary Shares,",Purchase,8000.5
219,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,CROX,"Crocs, Inc. - Common Stock",Purchase,8000.5
220,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,CSCO,"Cisco Systems, Inc. - Common Stock",Purchase,8000.5
221,"Tuberville, Tommy (Senator)",10-11-2022,06-10-2022,AMGN,Amgen Inc. - Common Stock,Purchase,8000.5
222,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,AMT,American Tower Corporation (REIT) Common Stock,Purchase,8000.5
223,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,ZTS,Zoetis Inc. Class A Common Stock,Sale (Full),8000.5
224,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,WIT,Wipro Limited Common Stock,Sale (Full),8000.5
225,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,SEIC,SEI Investments Company - Common Stock,Sale (Full),8000.5
226,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,RMD,ResMed Inc. Common Stock,Sale (Full),8000.5
227,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,TROW,"T. Rowe Price Group, Inc. - Common Stock",Sale (Full),8000.5
228,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,NOC,Northrop Grumman Corporation Common Stock,Sale (Full),8000.5
229,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,NVDA,NVIDIA Corporation - Common Stock,Sale (Full),8000.5
230,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,MNST,Monster Beverage Corporation - Common Stock,Sale (Full),8000.5
231,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,MSFT,Microsoft Corporation - Common Stock,Sale (Partial),175000.5
232,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,MASI,Masimo Corporation - Common Stock,Sale (Full),8000.5
233,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,MKTX,"MarketAxess Holdings, Inc. - Common Stock",Sale (Full),8000.5
234,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,IDXX,"IDEXX Laboratories, Inc. - Common Stock",Sale (Full),8000.5
235,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,HON,Honeywell International Inc. - Common Stock,Sale (Full),8000.5
236,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,GGG,Graco Inc. Common Stock,Sale (Full),8000.5
237,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,IT,"Gartner, Inc. Common Stock",Sale (Full),8000.5
238,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,GRMN,Garmin Ltd. - Common Stock,Sale (Full),8000.5
239,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,FAST,Fastenal Company - Common Stock,Sale (Full),8000.5
240,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,EL,"Estee Lauder Companies, Inc. (The) Common Stock",Sale (Full),8000.5
241,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,DHI,"D.R. Horton, Inc. Common Stock",Sale (Full),8000.5
242,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,CHD,"Church & Dwight Company, Inc. Common Stock",Sale (Full),8000.5
243,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,--,Brown-Forman Corp Class B,Sale (Full),8000.5
244,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,AMAT,"Applied Materials, Inc. - Common Stock",Sale (Full),8000.5
245,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,ALGN,"Align Technology, Inc. - Common Stock",Sale (Full),8000.5
246,"Tuberville, Tommy (Senator)",10-11-2022,05-10-2022,APD,"Air Products and Chemicals, Inc. Common Stock",Sale (Full),8000.5
247,"Carper, Thomas R. (Senator)",03-11-2022,04-10-2022,HQL,TeklaLife Sciences Investors Common Stock,Sale (Full),8000.5
248,"Carper, Thomas R. (Senator)",03-11-2022,04-10-2022,NID,Nuveen Intermediate Duration Municipal Term Fund C,Sale (Full),32500.5
249,"Carper, Thomas R. (Senator)",03-11-2022,04-10-2022,HQL,TeklaLife Sciences Investors Common Stock,Sale (Full),8000.5
250,"Carper, Thomas R. (Senator)",03-11-2022,04-10-2022,NID,Nuveen Intermediate Duration Municipal Term Fund C,Sale (Full),32500.5
251,"Smith, Tina (Senator)",17-10-2022,23-09-2022,AORT,"Artivion, Inc. Common Stock",Purchase,75000.5
252,"Tuberville, Tommy (Senator)",12-10-2022,19-09-2022,X,United States Steel Corporation Common Stock,Purchase,175000.5
253,"Tuberville, Tommy (Senator)",12-10-2022,19-09-2022,MSFT,Microsoft Corporation - Common Stock,Purchase,375000.5
254,"Tuberville, Tommy (Senator)",12-10-2022,19-09-2022,ARKK,Ark Innovation ETF,Purchase,8000.5
255,"Carper, Thomas R. (Senator)",04-10-2022,08-09-2022,SQM,Sociedad Quimica y Minera S.A. Common Stock,Sale (Full),8000.5
256,"Carper, Thomas R. (Senator)",04-10-2022,08-09-2022,SQM,Sociedad Quimica y Minera S.A. Common Stock,Sale (Full),8000.5
257,"Tuberville, Tommy (Senator)",12-10-2022,07-09-2022,ECOM,ChannelAdvisor Corporation Common Stock,Sale (Full),750000.5
258,"Tuberville, Tommy (Senator)",12-10-2022,07-09-2022,ARKK,Ark Innovation ETF,Purchase,75000.5
259,"McConnell, A. Mitchell Jr. (Senator)",26-09-2022,06-09-2022,WFC,Wells Fargo & Company Common Stock,Purchase,8000.5
260,"Tuberville, Tommy (Senator)",12-10-2022,06-09-2022,NU,Nu Holdings Ltd. Class A Ordinary Shares,Purchase,8000.5
261,"Sullivan, Dan (Senator)",03-11-2022,30-08-2022,FIVE,"Five Below, Inc. - Common Stock",Sale (Full),8000.5
262,"Tuberville, Tommy (Senator)",15-09-2022,26-08-2022,SSYS,"Stratasys, Ltd. - Common Stock",Sale (Full),75000.5
263,"Tuberville, Tommy (Senator)",15-09-2022,25-08-2022,ARKK,Ark Innovation ETF,Purchase,75000.5
264,"Hagerty, Bill (Senator)",02-09-2022,19-08-2022,BKEPP,Blueknight Energy Partners L.P. - Series A Preferr,Sale (Full),32500.5
265,"Hickenlooper, John (Senator)",19-08-2022,11-08-2022,FWONK,Liberty Media Corporation - Series C Liberty Formu,Sale (Partial),75000.5
266,"Tuberville, Tommy (Senator)",15-09-2022,11-08-2022,--,"PayPal Holdings, Inc. - Common Stock",Sale (Partial),175000.5
267,"Hickenlooper, John (Senator)",19-08-2022,09-08-2022,FWONK,Liberty Media Corporation - Series C Liberty Formu,Purchase,32500.5
268,"Tuberville, Tommy (Senator)",15-09-2022,05-08-2022,INTC,Intel Corporation - Common Stock,Purchase,8000.5
269,"Tuberville, Tommy (Senator)",15-09-2022,05-08-2022,INTC,Intel Corporation - Common Stock,Purchase,175000.5
270,"Sullivan, Dan (Senator)",03-11-2022,02-08-2022,--,MOWI,Sale (Full),32500.5
271,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,IVV,iShares Core S&P 500 ETF,Sale (Full),32500.5
272,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,EFAV,iShares MSCI EAFE Min Vol Factor ETF,Sale (Full),32500.5
273,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,XLY,SPDR Select Sector Fund - Consumer Discretionary,Sale (Full),32500.5
274,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,VTRS,Viatris Inc. - Common Stock,Sale (Full),8000.5
275,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,ABNFX,The Bond Fd of America Class F-2 Shares,Purchase,32500.5
276,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,RSP,Invesco S&P 500 Equal Weight ETF,Purchase,32500.5
277,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,IDV,iShares International Select Dividend ETF,Purchase,32500.5
278,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,DHS,Wisdomtree U.S. High Dividend Fund,Purchase,32500.5
279,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,PCNNX,Pimco Investment Grade Credit Bond Fund Class I-,Sale (Full),32500.5
280,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,JHCBX,John Hancock Bond Fund Cl C,Sale (Full),32500.5
281,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,ORCL,Oracle Corporation Common Stock,Sale (Full),8000.5
282,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,XLC,The Communication Services Select Sector SPDR Fund,Sale (Full),32500.5
283,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,TSCO,Tractor Supply Company - Common Stock,Sale (Full),8000.5
284,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,MUB,iShares National Muni Bond ETF,Purchase,75000.5
285,"Tuberville, Tommy (Senator)",15-09-2022,01-08-2022,OC,Owens Corning Inc Common Stock New,Purchase,32500.5
286,"Tuberville, Tommy (Senator)",15-08-2022,18-07-2022,CLF,Cleveland-Cliffs Inc. Common Stock,Purchase,75000.5
287,"Tuberville, Tommy (Senator)",15-08-2022,14-07-2022,ECOM,ChannelAdvisor Corporation Common Stock,Purchase,175000.5
288,"Capito, Shelley Moore (Senator)",10-08-2022,11-07-2022,GWW,"W.W. Grainger, Inc. Common Stock",Purchase,8000.5
289,"Capito, Shelley Moore (Senator)",10-08-2022,11-07-2022,GWW,"W.W. Grainger, Inc. Common Stock",Purchase,8000.5
290,"Capito, Shelley Moore (Senator)",10-08-2022,01-07-2022,COST,Costco Wholesale Corporation - Common Stock,Purchase,8000.5
291,"Capito, Shelley Moore (Senator)",10-08-2022,01-07-2022,COST,Costco Wholesale Corporation - Common Stock,Purchase,8000.5
292,"Capito, Shelley Moore (Senator)",15-07-2022,30-06-2022,MMM,3M Company Common Stock,Sale (Full),8000.5
293,"Capito, Shelley Moore (Senator)",15-07-2022,30-06-2022,MMM,3M Company Common Stock,Sale (Full),8000.5
294,"Graham, Lindsey (Senator)",13-07-2022,30-06-2022,VTIP,Vanguard Short-Term Inflation-Protected Securities,Sale (Full),32500.5
295,"Graham, Lindsey (Senator)",13-07-2022,30-06-2022,IBDO,iShares iBonds Dec 2023 Term Corporate ETF,Purchase,8000.5
296,"Graham, Lindsey (Senator)",13-07-2022,30-06-2022,IBDQ,iShares iBonds Dec 2025 Term Corporate ETF,Purchase,32500.5
297,"Tuberville, Tommy (Senator)",13-07-2022,29-06-2022,PYPL,"PayPal Holdings, Inc. - Common Stock",Purchase,75000.5
298,"Tuberville, Tommy (Senator)",13-07-2022,28-06-2022,QCOM,QUALCOMM Incorporated - Common Stock,Sale (Partial),375000.5
299,"Fischer, Deb (Senator)",20-07-2022,23-06-2022,LMT,Lockheed Martin Corporation Common Stock,Sale (Full),75000.5
300,"Fischer, Deb (Senator)",20-07-2022,23-06-2022,KO,Coca-Cola Company (The) Common Stock,Sale (Full),8000.5
301,"Fischer, Deb (Senator)",20-07-2022,23-06-2022,CSCO,"Cisco Systems, Inc. - Common Stock",Sale (Full),8000.5
302,"Fischer, Deb (Senator)",20-07-2022,23-06-2022,CAT,"Caterpillar, Inc. Common Stock",Sale (Full),75000.5
303,"Tuberville, Tommy (Senator)",13-07-2022,22-06-2022,GOLD,Barrick Gold Corporation Common Stock (BC),Sale (Full),75000.5
304,"Sullivan, Dan (Senator)",14-07-2022,21-06-2022,RPM,RPM International Inc. Common Stock,Sale (Partial),32500.5
305,"Tuberville, Tommy (Senator)",13-07-2022,21-06-2022,X,United States Steel Corporation Common Stock,Purchase,175000.5
306,"Tuberville, Tommy (Senator)",13-07-2022,21-06-2022,SSYS,"Stratasys, Ltd. - Common Stock",Purchase,8000.5
307,"Tuberville, Tommy (Senator)",13-07-2022,21-06-2022,INTC,Intel Corporation - Common Stock,Purchase,75000.5
308,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,MSFT,Microsoft Corporation - Common Stock,Sale (Partial),8000.5
309,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,IBM,International Business Machines Corporat,Sale (Partial),8000.5
310,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,INTC,Intel Corporation - Common Stock,Sale (Partial),8000.5
311,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,KO,Coca-Cola Company (The) Common Stock,Sale (Partial),8000.5
312,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,BMY,Bristol-Myers Squibb Company Common Stock,Sale (Partial),8000.5
313,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,MSFT,Microsoft Corporation - Common Stock,Sale (Partial),8000.5
314,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,IBM,International Business Machines Corporat,Sale (Partial),8000.5
315,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,INTC,Intel Corporation - Common Stock,Sale (Partial),8000.5
316,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,KO,Coca-Cola Company (The) Common Stock,Sale (Partial),8000.5
317,"Capito, Shelley Moore (Senator)",15-07-2022,17-06-2022,BMY,Bristol-Myers Squibb Company Common Stock,Sale (Partial),8000.5
318,"Tuberville, Tommy (Senator)",13-07-2022,17-06-2022,BRK.B,Berkshire Hathaway Inc. New Common Stock,Sale (Full),175000.5
319,"Tuberville, Tommy (Senator)",13-07-2022,17-06-2022,SCCO,Southern Copper Corporation Common Stock,Sale (Full),175000.5
320,"Tuberville, Tommy (Senator)",13-07-2022,17-06-2022,PYPL,"PayPal Holdings, Inc. - Common Stock",Purchase,175000.5
321,"Tuberville, Tommy (Senator)",13-07-2022,17-06-2022,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Co,Sale (Full),75000.5
322,"Tuberville, Tommy (Senator)",13-07-2022,17-06-2022,CVX,Chevron Corporation Common Stock,Sale (Full),8000.5
323,"Capito, Shelley Moore (Senator)",15-07-2022,16-06-2022,INTC,Intel Corporation - Common Stock,Sale (Full),32500.5
324,"Capito, Shelley Moore (Senator)",15-07-2022,16-06-2022,F,Ford Motor Company Common Stock,Sale (Full),8000.5
325,"Capito, Shelley Moore (Senator)",15-07-2022,16-06-2022,INTC,Intel Corporation - Common Stock,Sale (Full),32500.5
326,"Capito, Shelley Moore (Senator)",15-07-2022,16-06-2022,F,Ford Motor Company Common Stock,Sale (Full),8000.5
327,"Tuberville, Tommy (Senator)",13-07-2022,16-06-2022,QCOM,QUALCOMM Incorporated - Common Stock,Purchase,375000.5
328,"Tuberville, Tommy (Senator)",13-07-2022,16-06-2022,PYPL,"PayPal Holdings, Inc. - Common Stock",Purchase,8000.5
329,"Tuberville, Tommy (Senator)",13-07-2022,14-06-2022,SSYS,"Stratasys, Ltd. - Common Stock",Purchase,8000.5
330,"Tuberville, Tommy (Senator)",13-07-2022,09-06-2022,SSYS,"Stratasys, Ltd. - Common Stock",Purchase,32500.5
331,"Tuberville, Tommy (Senator)",13-07-2022,09-06-2022,INTC,Intel Corporation - Common Stock,Purchase,32500.5
332,"Tuberville, Tommy (Senator)",13-07-2022,06-06-2022,EVT,Eaton Vance Tax Advantaged Dividend Income Fund Co,Purchase,32500.5
333,"McConnell, A. Mitchell Jr. (Senator)",13-06-2022,03-06-2022,WFC,Wells Fargo & Company Common Stock,Purchase,8000.5
334,"Capito, Shelley Moore (Senator)",15-07-2022,01-06-2022,CMS,CMS Energy Corporation Common Stock,Purchase,8000.5
335,"Capito, Shelley Moore (Senator)",15-07-2022,01-06-2022,CMS,CMS Energy Corporation Common Stock,Purchase,8000.5
336,"Tuberville, Tommy (Senator)",13-07-2022,01-06-2022,ECOM,ChannelAdvisor Corporation Common Stock,Purchase,8000.5
337,"Tuberville, Tommy (Senator)",13-06-2022,31-05-2022,X,United States Steel Corporation Common Stock,Purchase,175000.5
338,"Capito, Shelley Moore (Senator)",12-06-2022,26-05-2022,NEE,"NextEra Energy, Inc. Common Stock",Sale (Partial),8000.5
339,"Capito, Shelley Moore (Senator)",12-06-2022,25-05-2022,WEC,"WEC Energy Group, Inc. Common Stock",Sale (Partial),8000.5
340,"Tuberville, Tommy (Senator)",13-06-2022,20-05-2022,PYPL,"PayPal Holdings, Inc. - Common Stock",Purchase,75000.5
341,"Hickenlooper, John (Senator)",13-06-2022,19-05-2022,CMG,"Chipotle Mexican Grill, Inc. Common Stock",Sale (Partial),75000.5
342,"Tuberville, Tommy (Senator)",13-06-2022,19-05-2022,PYPL,"PayPal Holdings, Inc. - Common Stock",Purchase,375000.5
343,"Carper, Thomas R. (Senator)",03-06-2022,16-05-2022,JCI,Johnson Controls International plc Ordinary Share,Sale (Full),8000.5
344,"Carper, Thomas R. (Senator)",03-06-2022,16-05-2022,JCI,Johnson Controls International plc Ordinary Share,Sale (Full),8000.5
345,"Hickenlooper, John (Senator)",13-06-2022,13-05-2022,LBRDK,Liberty Broadband Corporation - Class C Common Sto,Purchase,32500.5
346,"Hickenlooper, John (Senator)",13-06-2022,13-05-2022,LBRDA,Liberty Broadband Corporation - Class A Common Sto,Purchase,8000.5
347,"Hickenlooper, John (Senator)",13-06-2022,13-05-2022,FWONK,Liberty Media Corporation - Series C Liberty Formu,Purchase,32500.5
348,"Hickenlooper, John (Senator)",13-06-2022,13-05-2022,FWONA,Liberty Media Corporation - Series A Liberty Formu,Purchase,8000.5
349,"Hickenlooper, John (Senator)",13-06-2022,13-05-2022,LBRDK,Liberty Broadband Corporation - Class C Common Sto,Sale (Partial),32500.5
350,"Hickenlooper, John (Senator)",13-06-2022,13-05-2022,LBRDA,Liberty Broadband Corporation - Class A Common Sto,Sale (Partial),32500.5
351,"Hickenlooper, John (Senator)",13-06-2022,13-05-2022,FWONK,Liberty Media Corporation - Series C Liberty Formu,Sale (Partial),75000.5
352,"Hickenlooper, John (Senator)",13-06-2022,13-05-2022,FWONA,Liberty Media Corporation - Series A Liberty Formu,Sale (Partial),75000.5
353,"Hagerty, Bill (Senator)",16-05-2022,06-05-2022,LMND,"Lemonade, Inc. Common Stock",Sale (Partial),8000.5
354,"Thune, John (Senator)",12-05-2022,05-05-2022,IRT,"Independence Realty Trust, Inc. Common Stock",Sale (Full),32500.5
355,"Tuberville, Tommy (Senator)",13-05-2022,28-04-2022,PYPL,"PayPal Holdings, Inc. - Common Stock",Sale (Full),75000.5
356,"Tuberville, Tommy (Senator)",13-05-2022,21-04-2022,ECOM,ChannelAdvisor Corporation Common Stock,Purchase,175000.5
357,"Tuberville, Tommy (Senator)",13-05-2022,11-04-2022,SQ,"Block, Inc. Class A Common Stock,",Sale (Full),8000.5
358,"Tuberville, Tommy (Senator)",13-05-2022,11-04-2022,PYPL,"PayPal Holdings, Inc. - Common Stock",Purchase,32500.5
359,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,WST,"West Pharmaceutical Services, Inc. Common Stock",Sale (Full),8000.5
360,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,VEEV,Veeva Systems Inc. Class A Common Stock,Sale (Full),8000.5
361,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,VMW,"Vmware, Inc. Common stock, Class A",Sale (Full),8000.5
362,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,SNA,Snap-On Incorporated Common Stock,Sale (Full),8000.5
363,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,SIVB,SVB Financial Group - Common Stock,Sale (Full),8000.5
364,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,SPGI,S&P Global Inc. Common Stock,Sale (Full),8000.5
365,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,ROK,"Rockwell Automation, Inc. Common Stock",Sale (Full),8000.5
366,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,REGN,"Regeneron Pharmaceuticals, Inc. - Common Stock",Sale (Full),8000.5
367,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,NFLX,"Netflix, Inc. - Common Stock",Sale (Full),8000.5
368,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,LMST,"Limestone Bancorp, Inc. - Common Stock",Purchase,8000.5
369,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,KEY,KeyCorp Common Stock,Purchase,8000.5
370,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,INTU,Intuit Inc. - Common Stock,Sale (Full),8000.5
371,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,GNRC,Generac Holdlings Inc. Common Stock,Sale (Full),8000.5
372,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,FGBI,"First Guaranty Bancshares, Inc. - Common Stock",Purchase,8000.5
373,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,FITB,Fifth Third Bancorp - Common Stock,Purchase,8000.5
374,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,EXP,Eagle Materials Inc Common Stock,Sale (Full),8000.5
375,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,DEO,Diageo plc Common Stock,Sale (Full),8000.5
376,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,CFG,"Citizens Financial Group, Inc. Common Stock",Purchase,8000.5
377,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,CE,Celanese Corporation Celanese Corporation Common S,Sale (Full),8000.5
378,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,CP,Canadian Pacific Railway Ltd,Sale (Full),8000.5
379,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,CABO,"Cable One, Inc. Common Stock",Sale (Full),8000.5
380,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,BKE,"Buckle, Inc. (The) Common Stock",Sale (Full),8000.5
381,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",Sale (Full),8000.5
382,"Tuberville, Tommy (Senator)",08-04-2022,30-03-2022,BMO,Bank of Montreal,Purchase,8000.5
